avgCost,classify,serviceRate,environmentRate,tel,tasteRate,rid,hours,address,name
169,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.7,0.6,04-738-1635,0.9,30116,"[""08:00~22:00""]","24.08533501559,120.58033200326",寶珍香餅店
249,"[""異國料理"",""美式料理""]",0.5,0.6,02-2778-5338,0.7,138001,"[""11:00~22:00"",""11:00~23:00""]","25.04526790408,121.54646650665995",1885 Buger Store(市民店)
341,"[""亞洲料理"",""韓式料理""]",0.85,0.85,03-280-6889,0.85,1078652,"[""17:00~21:30"",""11:00~14:30""]","24.96185760964829,121.22283358034284",AgMA起司惡魔(中壢新生店)
301,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.8,0.8,04-2473-9900,0.85,32938,"[""09:00~21:00""]","24.136811019070002,120.64673901572999",Amo阿默典藏蛋糕(台中文心門市)
113,"[""中式料理"",""麵食點心""]",0.65,0.45,04-2237-7016,0.85,94336,[],"24.17104501227,120.6845200055",老向的店
590,"[""燒烤類"",""炭烤串燒""]",0.75,0.75,02-2752-2297,0.8,595666,"[""18:00~02:00""]","25.04527660798,121.53647141030999",老貳樓串燒居酒屋
589,"[""亞洲料理"",""泰式料理""]",0.75,0.8,02-2552-6835,0.75,72239,"[""17:00~22:00"",""11:00~15:00"",""11:00~16:00""]","25.049345000099997,121.51682501338",晶湯匙泰式主題餐廳(台北京站店)
233,"[""亞洲料理"",""韓式料理""]",0.5,0.45,04-2229-7829,0.65,46169,"[""11:30~21:30""]","24.13765700232,120.67805500343",韓鄉韓國料理
627,"[""燒烤類"",""日式燒肉""]",0.85,0.85,04-2301-7848,0.9,93676,"[""17:30~23:00""]","24.1506380071,120.66730700039",赤坂屋日式炭烤燒肉店
720,"[""鍋類"",""涮涮鍋""]",0.75,0.75,02-2532-8338,0.75,72011,"[""17:00~21:30"",""11:30~14:30"",""17:30~21:30"",""11:00~16:00""]","25.08357601398,121.55709900071",三燔美麗華
66,"[""小吃"",""其他小吃""]",0.9,0.75,04-2229-0556,0.9,595788,"[""10:30~21:00""]","24.14016191788,120.68408900618",阿仁羊肉羹
0,"[""烘焙、甜點、零食"",""休閒零食""]",0.7,0.75,07-821-1952,0.85,600222,"[""07:00~20:30""]","22.59113849349628,120.30703179853697",高雄九九肉干食品
36,"[""小吃"",""其他小吃""]",0.95,0.7,03-466-8059,0.9,44540,"[""12:00~24:00""]","24.95597800171,121.23805600038",粉紅蛙仙草奶凍之家
319,"[""日式料理"",""綜合日式料理""]",0.7,0.65,02-8772-0835,0.75,32310,"[""11:00~21:30"",""11:00~22:00""]","25.04614001683,121.5441770181",大戶屋(微風廣場店)
41,"[""中式料理"",""其它中式料理""]",0.7,0.5,,0.75,113859,"[""06:00~10:00""]","22.996297011419998,120.20191300695001",武廟古早味炭烤三明治
36,"[""冰品、飲料、甜湯"",""飲料專賣店""]",0.65,0.5,03-935-8698,0.7,61009,"[""10:00~24:00"",""15:00~24:00""]","24.75930301731,121.75319501313001",30年老店-檸檬愛玉冰
62,"[""主題特色餐廳"",""食補藥膳餐廳""]",0.55,0.4,03-955-3520,0.75,27755,"[""00:00~03:00"",""12:00~03:00""]","24.67591500471,121.76864701175",羊舖子
2454,"[""異國料理"",""法式料理""]",0.85,0.85,02-2707-9586,0.85,65974,"[""18:00~22:00"",""12:00~15:00""]","25.035634001490003,121.54804401687001",L’Atelier de Patrick 法式派翠克餐廳
0,"[""燒烤類"",""炭烤串燒""]",0,0,07-322-0788,0,1091246,[],"22.64560701547,120.30381750657",膳品原味鐵板燒
349,"[""咖啡、簡餐、茶"",""複合式""]",0.7,0.65,02-8773-7395,0.7,958174,"[""10:00~21:30""]","25.0402370037,121.55344600634001",Kaya Kaya Café
525,"[""異國料理"",""美式料理""]",0.9,0.85,07-282-0712,0.75,38191,"[""17:30~22:00"",""11:30~14:30""]","22.62044700348,120.30229000867",TASTy 西堤牛排(高雄中山店)
939,"[""燒烤類"",""炭烤串燒""]",0.75,0.65,02-2731-1750,0.9,35464,"[""17:00~23:00""]","25.04294401787,121.55649300794",MOE燃炭火燒肉
244,"[""日式料理"",""綜合日式料理""]",0.5,0.5,,0.6,985370,[],"25.03451620521,121.53302270979",大安森林食堂
253,"[""日式料理"",""綜合日式料理""]",0.65,0.75,02-2394-8236,0.75,36250,"[""11:30~14:00"",""17:30~21:30""]","25.03204801358,121.52919901430006",rice cafe 杓文字
423,"[""主題特色餐廳"",""懷舊主題""]",0.7,0.85,049-280-3016,0.8,122817,[],"24.07463978638621,121.16925872016613",好雞婆土雞城
138,"[""其他美食"",""其他美食""]",0.65,0.7,03-7932-318,0.7,119513,"[""08:00~17:30""]","24.54172431992,120.92187250132007",仙山仙草
392,"[""鍋類"",""涮涮鍋""]",0.65,0.7,02-2253-6998,0.7,63721,"[""11:00~00:00""]","25.025671001619997,121.46926701281001",極鮮火鍋(板橋旗艦店)
153,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.65,0.65,06-226-3593,0.85,35084,[],"22.99901800564,120.20365100621",葡吉麵包店
698,"[""異國料理"",""法式料理""]",0.7,0.7,02-2394-8810,0.9,157339,"[""17:30~22:00"",""11:30~14:30""]","25.04102701166,121.52801601500998",大嗑西式餐館
795,"[""日式料理"",""居酒屋""]",0.9,0.85,04-2317-7243,0.9,958862,"[""00:00~02:00"",""17:00~02:00""]","24.16715100767,120.65267800923999",將軍府
715,"[""buffet自助餐"",""複合式""]",0.8,0.75,04-2258-5006,0.8,120703,"[""11:30~21:30""]","24.16486310706,120.64471690904004",饗食天堂(台中店)
370,"[""咖啡、簡餐、茶"",""咖啡專賣""]",0.7,0.85,02-2536-3090,0.7,4431,"[""11:30~21:30""]","25.05414400424,121.52243501825001",The One 中山
310,"[""日式料理"",""其他日式料理""]",0.75,0.75,04-2212-2882,0.85,1155245,"[""11:00~22:00""]","24.14001190244,120.69141561971",開丼 燒肉vs丼飯(秀泰站前店)
61,"[""中式料理"",""其它中式料理""]",0.55,0.5,,0.8,35991,"[""10:00~22:00""]","22.616950000179997,120.29841000697",南豐魯肉飯
168,"[""速食料理"",""漢堡、炸雞""]",0.65,0.7,02-2321-1521,0.8,42070,"[""07:30~21:00""]","25.02673201895,121.52826301831",21世紀風味館(師大和平店)
454,"[""日式料理"",""綜合日式料理""]",0.8,0.8,02-7731-6006,0.75,48844,"[""11:00~24:00""]","25.006375894565945,121.47443591264643",和民居食屋(中和店)
497,"[""異國料理"",""美式料理""]",0.8,0.8,02-2388-0679,0.75,30146,"[""11:30~24:00""]","25.044807014849997,121.50621101508",T.G.I.Friday's 星期五美式餐廳(西門店)
103,"[""速食料理"",""漢堡、炸雞""]",0.7,0.7,02-2562-6855,0.75,78945,"[""06:00~24:00""]","25.05450900535,121.53283901697",摩斯漢堡 MOS BURGER(松江店)
219,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.7,0.6,03-456-0222,0.9,42867,"[""08:00~22:00""]","24.9542360121,121.23286100599",佳樂蛋糕(中壢店)
130,"[""小吃"",""其他小吃""]",0.7,0.7,02-2381-1487,0.8,27582,"[""09:30~20:30""]","25.044646019,121.51046101872001",東一排骨
417,"[""鍋類"",""涮涮鍋""]",0.75,0.55,02-2531-4598,0.8,9805,"[""11:00~15:00"",""17:00~23:00""]","25.0606570178,121.52091001706",鍋媽媽日式涮涮鍋
315,"[""亞洲料理"",""韓式料理""]",0.65,0.65,07-285-1668,0.85,42852,"[""17:00~21:30"",""11:00~14:30""]","22.63456100091,120.30068700213992",韓國先生(春川店)
275,"[""鍋類"",""涮涮鍋""]",0.7,0.8,02-2922-2822,0.8,37233,"[""11:00~24:00""]","24.9997790027,121.50867301491",鍋一回生二回熟
89,"[""中式料理"",""麵食點心""]",0.55,0.55,06-927-0549,0.8,27874,"[""05:00~14:00""]","23.56822701333,119.5671950166",北新橋牛雜湯
88,"[""燒烤類"",""炭烤串燒""]",0.55,0.55,0939-533-337,0.8,35308,"[""00:00~01:30"",""17:30~01:30""]","23.98292957257367,121.5892767939589",第一家烤肉串
15,"[""中式料理"",""麵食點心""]",0.8,0.7,04-774-7586,0.8,77302,"[""09:00~20:30""]","24.05854901656,120.43142001983",老成珍包子店
80,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.8,0.8,02-8675-5268,0.8,631240,"[""10:00~22:00""]","24.99148291885,121.42207190115",振頤軒(中山店)
232,"[""中式料理"",""麵食點心""]",0.6,0.55,02-2733-8770,0.7,42112,"[""17:00~21:00"",""11:00~14:00""]","25.02747401814,121.5554320048",明月湯包(通化街店)
86,"[""中式料理"",""麵食點心""]",0.6,0.65,02-2558-9685,0.75,27529,"[""09:00~22:00""]","25.05448801115,121.51447900657999",三元號
444,"[""中式料理"",""粵菜 港式飲茶""]",0.65,0.65,07-556-9791,0.65,89703,"[""11:30~14:30"",""17:30~21:30""]","22.66597400484,120.30358500263999",大八大飯店-潮坊港式飲茶
273,"[""速食料理"",""披薩""]",0.8,0.75,02-2758-9578,0.8,960854,"[""07:00~21:30""]","25.031021002339997,121.56115500109999",Tino's Pizza Café 堤諾比薩(台北莊敬店)
526,"[""中式料理"",""湘菜(湖南菜)""]",0.9,0.85,02-2551-9157,0.75,8133,"[""17:00~21:00"",""11:30~14:00""]","25.058361017760003,121.52538700024999",彭園湘菜館(林森店)
550,"[""烘焙、甜點、零食"",""中式糕餅""]",0.8,0.75,04-2222-3957,0.8,946154,"[""09:00~20:30""]","24.142086004,120.68140110854002",異香齋餅店
325,"[""主題特色餐廳"",""景觀餐廳""]",0.8,0.9,04-2589-5507,0.75,45185,"[""9:30~18:00""]","24.337399803391005,120.82016945786253",507高地美健農場
219,"[""日式料理"",""綜合日式料理""]",0.8,0.7,02-2577-1169,0.9,986544,"[""17:30~21:00"",""11:00~14:00""]","25.04942450875,121.55494660083",畔の食堂
674,"[""亞洲料理"",""泰式料理""]",0.7,0.75,02-2784-0303,0.8,118653,"[""17:30~22:00"",""11:30~14:30""]","25.03598201323,121.54576900738",泰美泰國原始料理
427,"[""主題特色餐廳"",""其它主題餐廳""]",0.65,0.85,02-2876-0698,0.65,17021,"[""12:00~22:00""]","25.12320600525,121.53237500612",P.S.BuBu 金屋藏車餐廳
464,"[""日式料理"",""其他日式料理""]",0.8,0.85,0922-881-898,0.8,234439,"[""18:00~01:00"",""00:00~01:00""]","24.15254201639,120.64523801705",木庵食事處。日式居酒屋
1659,"[""異國料理"",""法式料理""]",0.85,0.85,02-8770-5505,0.85,884100,"[""18:00~22:00"",""11:30~14:30""]","25.059229018369997,121.55351900384005",Monsieur L Restaurant
322,"[""咖啡、簡餐、茶"",""複合式""]",0.6,0.8,02-2619-1908,0.6,60044,"[""11:30~20:30""]","25.16053501932,121.40626100433",To House 兔子餐廳
247,"[""主題特色餐廳"",""景觀餐廳""]",0.75,0.85,03-725-2000,0.75,47866,"[""10:30~18:30""]","24.585242013800002,120.89607800536",薰衣草森林(明德店)
268,"[""主題特色餐廳"",""景觀餐廳""]",0.75,0.9,04-2593-1066,0.65,30622,"[""10:30~18:30""]","24.128475012430002,120.84131701047001",薰衣草森林(新社店)
175,"[""主題特色餐廳"",""養生蔬食餐廳""]",0.65,0.85,04-2319-0300,0.75,34340,"[""10:00~20:00""]","24.15277000987,120.65831100103999",柯媽媽の植物燕窩、黑木耳專賣店
49,"[""冰品、飲料、甜湯"",""飲料專賣店""]",0.6,0.4,02-2952-4097,0.85,33914,"[""11:00~23:00""]","25.00984100507,121.46178700416",三豐芋冰城
64,"[""小吃"",""其他小吃""]",0.6,0.5,02-2305-5992,0.7,36339,"[""15:30~01:00""]","25.028766486428232,121.50640191299675",好吃炸雞
443,"[""鍋類"",""其他鍋類""]",0.7,0.8,02-2557-9393,0.75,947002,"[""00:00~00:00"",""11:00~00:00""]","25.05797601382,121.52049401847998",吳阿水私房海鮮(原：吳阿水老茶館)
211,"[""中式料理"",""客家菜""]",0.7,0.7,,0.75,39422,"[""07:00~19:00""]","24.4723250037,120.83035900285",福樂麵店
50,"[""冰品、飲料、甜湯"",""剉冰、豆花""]",0.6,0.7,02-2557-0780,0.7,38894,"[""09:00~17:30""]","25.05935801993,121.51272200702999",呷二嘴
362,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.8,0.85,04-2311-2001,0.9,31750,"[""10:00~22:00""]","24.1568770003,120.66061001448",日出．旅人
1374,"[""燒烤類"",""鐵板燒""]",0.85,0.85,02-2592-6580,0.85,598834,"[""17:30~22:30"",""11:30~14:00""]","25.06331131714,121.52797721716999",江雁塘新時尚鐵板燒
51,"[""小吃"",""其他小吃""]",0.55,0.5,06-572-4035,0.8,47397,"[""06:00~20:00""]","23.18467691184,120.24162060626003",碗稞蘭
216,"[""中式料理"",""海鮮餐廳""]",0.55,0.45,07-571-6073,0.75,31481,"[""11:00~21:00""]","22.5861960064,120.28888001048",旗津萬三小吃部
348,"[""異國料理"",""其他異國料理""]",0.8,0.8,02-2391-7331,0.75,38834,"[""11:30~22:00""]","25.02966600548,121.52841800824",Maussac 摩賽卡法式茶館餐廳
117,"[""烘焙、甜點、零食"",""休閒零食""]",0.8,0.8,03-988-2639,0.75,618000,"[""10:00~22:00""]","24.82729341959,121.77204531397994",葉家香辣椒文創館
112,"[""中式料理"",""麵食點心""]",0.7,0.5,02-2581-7014,0.8,28579,"[""05:00~13:00""]","25.06177600673,121.52480300076",圓山老崔蒸包
101,"[""小吃"",""其他小吃""]",0.65,0.6,02-2638-1088,0.75,30544,"[""07:30~21:00""]","25.292190019030002,121.56792701981",劉家肉粽
267,"[""咖啡、簡餐、茶"",""咖啡專賣""]",0.7,0.85,02-2552-5552,0.7,63086,"[""12:00~22:00"",""12:00~21:00""]","25.05455000028,121.52032100249",蘑菇咖啡館 Booday
78,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.8,0.6,07-557-5189,0.8,627454,"[""09:30~22:00""]","22.65942701839,120.30412401023",楓茶記冰火菠蘿油(至聖店)
75,"[""中式料理"",""麵食點心""]",0.55,0.5,03-988-2410,0.8,38366,"[""13:30~18:20""]","24.82045800524,121.77089000202",礁溪包子饅頭專賣店
124,"[""異國料理"",""義式料理""]",0.55,0.5,02-2577-3967,0.75,27470,"[""10:30~22:30""]","25.048283008090003,121.55436901833",艾隆義大利麵(八德店)
861,"[""異國料理"",""其他異國料理""]",0.7,0.75,,0.8,1041796,[],"25.04271100462,121.55478501319004",新麻蒲海鷗臺灣1號店
1674,"[""鍋類"",""麻辣火鍋""]",0.8,0.75,02-2749-2508,0.8,968186,[],"25.05138901423,121.55839641766",麻神麻辣火鍋
469,"[""燒烤類"",""炭烤串燒""]",0.8,0.8,02-2755-3336,0.8,959550,"[""18:30~01:00"",""00:00~01:00""]","25.03745201183,121.55174801195997",滿腹屋
500,"[""亞洲料理"",""韓式料理""]",0.75,0.8,04-2310-0877,0.75,1143908,"[""17:00~22:00"",""11:00~15:00""]","24.158359419369997,120.64946531814",打啵G(台中大隆店)
307,"[""日式料理"",""生魚片、壽司專賣""]",0.6,0.5,02-2555-7708,0.75,626166,"[""11:00~20:00""]","25.05035101675,121.51529800095003",三多屋-爸爸嘴(門市二)
586,"[""燒烤類"",""炭烤串燒""]",0.75,0.7,02-2771-0277,0.85,95022,"[""12:00~24:00""]","25.04136801243,121.54509100834",禾丰烤炭火燒肉
282,"[""鍋類"",""涮涮鍋""]",0.85,0.8,04-2463-3130,0.8,618694,"[""17:30~21:00"",""11:30~14:00""]","24.18403815557003,120.61662255957742",8鮮屋健康鍋物料理
2039,"[""buffet自助餐"",""複合式""]",0.8,0.85,02-2796-1566,0.75,510948,"[""18:00~22:00"",""11:30~14:00""]","25.061344011769997,121.57507901091996",美福 Fresh & Aged Italian Steak House
145,"[""速食料理"",""漢堡、炸雞""]",0.8,0.8,02-2278-2008,0.9,938794,"[""10:30~21:00""]","25.050326000109997,121.47154400931",Burger Talks 淘客美式漢堡(新北市三重旗艦店)
268,"[""主題特色餐廳"",""景觀餐廳""]",0.65,0.85,04-2329-6707,0.65,85661,"[""10:30~22:30""]","24.15101600037,120.64956400891",無為草堂
272,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.65,0.65,02-2920-5376,0.85,42796,"[""06:00~22:30""]","25.006910001850002,121.50694501398",王師父餅舖
313,"[""亞洲料理"",""韓式料理""]",0.75,0.75,03-356-6066,0.85,1021896,"[""17:00~23:00"",""11:00~14:00""]","25.02423040679,121.29679491303999",Omaya春川炒雞(桃園莊敬店)
746,"[""日式料理"",""綜合日式料理""]",0.9,0.8,02-2598-8780,0.75,128077,"[""17:30~22:00"",""11:30~14:30""]","25.061563004379998,121.52417701493",藝奇ikki新日本料理(中山北店)
400,"[""亞洲料理"",""泰式料理""]",0.75,0.85,02-7728-6677,0.75,1076678,"[""11:30~22:30""]","25.05276801094,121.52238510033999",湄泰廚房 My Thai Kitchen
419,"[""異國料理"",""其他異國料理""]",0.8,0.75,02-2775-4117,0.75,1018078,"[""11:30~22:00""]","25.04030081314,121.55216690901",Spot Taipei
283,"[""咖啡、簡餐、茶"",""複合式""]",0.8,0.8,02-2960-2487,0.85,1033602,"[""12:00~20:00""]","25.0173549074,121.46171200594003",Ten Ten Den Den 點點甜甜
125,"[""日式料理"",""日式麵食專賣""]",0.6,0.5,02-2389-4218,0.8,8890,"[""17:30~21:00"",""12:00~15:30""]","25.042402361558317,121.50479391978232",田舍手打麵(昆明店)
577,"[""鍋類"",""涮涮鍋""]",0.75,0.65,02-2537-2058,0.85,119512,"[""17:30~22:00"",""11:30~14:30""]","25.05742510223,121.53029400327999",金鍋盃小火鍋
364,"[""咖啡、簡餐、茶"",""複合式""]",0.7,0.7,04-2369-2112,0.7,588442,[],"24.15151810556,120.68479571998999",Perfume Dance 跳舞香水(中友店)
0,"[""冰品、飲料、甜湯"",""飲料專賣店""]",0,0,02-2321-3770,0,1027320,"[""10:00~21:30""]","25.03921231319,121.52526971073999",清玉手調原味茶(台北杭州店)
365,"[""異國料理"",""其他異國料理""]",0.85,0.9,02-3765-1515,0.85,745754,"[""11:30~22:00""]","25.04227301885,121.56676201327993",姊紋given CAFE HOUSE
136,"[""中式料理"",""台菜餐廳""]",0.55,0.5,03-989-2960,0.75,27664,"[""10:00~17:30""]","24.66157801908,121.62161600502",味珍香卜肉店
637,"[""中式料理"",""上海菜(江浙菜)""]",0.8,0.75,02-2312-3100,0.8,52988,"[""17:30~22:00"",""11:30~14:30""]","25.04390500513,121.51402100129",點水樓(懷寧店)
253,"[""咖啡、簡餐、茶"",""複合式""]",0.7,0.75,02-2892-2800,0.75,601178,[],"25.13665201286,121.49889501509995",拾米屋
271,"[""異國料理"",""義式料理""]",0.55,0.55,02-2962-1839,0.7,40675,"[""11:30~22:00""]","25.01366200536,121.464705016",上癮異國小廚
500,"[""亞洲料理"",""越南料理""]",0.7,0.75,02-2741-4857,0.75,637610,"[""11:30~21:30""]","25.038841918910002,121.55589201684997",Brookhurst Seafood Bar布魯克海鮮吧
304,"[""日式料理"",""綜合日式料理""]",0.6,0.6,02-2331-9337,0.65,40853,"[""10:00~22:00""]","25.04792400188,121.51708100107001",大戶屋(微風台北車站店)
411,"[""咖啡、簡餐、茶"",""複合式""]",0.7,0.9,02-8751-3572,0.7,954278,"[""11:00~21:30""]","25.080929345094816,121.56907939354728",Mountain Fusion
280,"[""亞洲料理"",""韓式料理""]",0.6,0.5,02-2517-6859,0.7,931746,"[""17:30~21:00"",""11:30~14:00""]","25.0596810033,121.53448901631",東輝韓食館
307,"[""日式料理"",""其他日式料理""]",0.75,0.75,03-426-9305,0.75,1051492,"[""11:00~22:00""]","24.814276884796687,121.19510867622337",くら寿司 藏壽司(中壢站前店)
317,"[""主題特色餐廳"",""景觀餐廳""]",0.75,0.9,04-2254-9688,0.7,588982,"[""09:30~01:00""]","24.16719901877,120.63875400823001",幸福小水舞
200,"[""烘焙、甜點、零食"",""休閒零食""]",0.8,0.8,04-722-3326,0.85,964564,"[""07:00~19:00""]","23.69781001328,120.96051501751",水根肉乾
303,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.75,0.75,02-2883-5777,0.75,133713,"[""12:00~23:00""]","25.0879795163576,121.52615370313241",咖啡弄(劍潭店)
368,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.8,0.85,04-831-6565,0.8,1002264,"[""11:00~21:00""]","23.95707560754,120.58150400644",法蕾熊手工經典舒芙蕾
1236,"[""鍋類"",""涮涮鍋""]",1,0.9,04-2326-0399,0.95,987312,"[""17:00~22:00"",""11:30~14:00""]","24.15327861493,120.65904471572999",暮藏囲炉裏和牛鍋物
453,"[""鍋類"",""其他鍋類""]",0.55,0.6,02-2773-2223,0.75,7234,"[""17:00~01:00"",""11:30~15:00""]","25.04436401209,121.55106401111",馥臨港式火鍋(市民店)
619,"[""日式料理"",""居酒屋""]",0.85,0.8,02-2254-0339,0.85,1030936,"[""18:00~01:00"",""00:00~01:00""]","25.02241331345,121.47009260087",極串揚 酒場
275,"[""咖啡、簡餐、茶"",""茶專賣""]",0.9,0.95,02-2351-7965,0.85,975058,"[""13:00~20:00""]","25.03015401041,121.52894300688003",不二堂茶所在(永康概念店)
38,"[""小吃"",""蔥油餅、蔥抓餅""]",0.55,0.45,02-2321-3768,0.75,42234,"[""11:00~22:00""]","25.0326560094,121.52969800424005",天津蔥抓餅
1671,"[""異國料理"",""其他異國料理""]",1,1,07-586-6228,1,96387,"[""17:30~21:00"",""11:30~14:00""]","22.664215002509998,120.28826600162999",水岩 真料理
1225,"[""異國料理"",""美式料理""]",0.9,0.75,02-2536-1350,0.75,16614,"[""17:30~22:00"",""11:30~14:30""]","25.05330001466,121.52284201911",王品牛排(台北中山北店)
113,"[""早餐"",""其他類型早餐""]",0.55,0.5,02-2509-1581,0.75,978850,[],"25.060340510059998,121.53833661495999",捲餅咬鹿
379,"[""中式料理"",""台菜餐廳""]",0.65,0.65,,0.7,47905,"[""11:00~21:00""]","24.58736601578,120.76797800308",台灣水牛城
